"_id","_labels","intersection_location","osmid","street_count","_start","_end","_type","lanes","oneway","road_highway","road_length","road_name","road_osmid"
"2",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9714355,""longitude"":30.3107899,""height"":null}","236947","3",,,,,,,,,
"3",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971109,""longitude"":30.3107616,""height"":null}","276738","1",,,,,,,,,
"4",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9707529,""longitude"":30.2859282,""height"":null}","2384263","1",,,,,,,,,
"5",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9704029,""longitude"":30.2877567,""height"":null}","2384265","1",,,,,,,,,
"6",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708097,""longitude"":30.3193151,""height"":null}","2384384","1",,,,,,,,,
"7",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9755234,""longitude"":30.321575,""height"":null}","15485479","3",,,,,,,,,
"8",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9762722,""longitude"":30.3190211,""height"":null}","15485490","1",,,,,,,,,
"9",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9766303,""longitude"":30.3176853,""height"":null}","15485528","1",,,,,,,,,
"10",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9767037,""longitude"":30.3221376,""height"":null}","45012453","1",,,,,,,,,
"11",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9780226,""longitude"":30.3096668,""height"":null}","55942364","1",,,,,,,,,
"12",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9688247,""longitude"":30.2939738,""height"":null}","55956255","2",,,,,,,,,
"13",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9734366,""longitude"":30.2965436,""height"":null}","252840336","2",,,,,,,,,
"14",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9732059,""longitude"":30.3112862,""height"":null}","306472877","2",,,,,,,,,
"15",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9728486,""longitude"":30.3110334,""height"":null}","306472886","2",,,,,,,,,
"16",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9719636,""longitude"":30.3257688,""height"":null}","311420576","1",,,,,,,,,
"17",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9729732,""longitude"":30.3253306,""height"":null}","311420577","3",,,,,,,,,
"18",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9730906,""longitude"":30.3249631,""height"":null}","311420579","2",,,,,,,,,
"19",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9736109,""longitude"":30.3244925,""height"":null}","311420580","4",,,,,,,,,
"20",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9747889,""longitude"":30.3212228,""height"":null}","311420581","3",,,,,,,,,
"21",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9731382,""longitude"":30.3265057,""height"":null}","330109391","3",,,,,,,,,
"22",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9729572,""longitude"":30.3266689,""height"":null}","330109392","3",,,,,,,,,
"23",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9726583,""longitude"":30.3257077,""height"":null}","330109393","2",,,,,,,,,
"24",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972609,""longitude"":30.3254944,""height"":null}","330109396","3",,,,,,,,,
"25",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708747,""longitude"":30.2852057,""height"":null}","340016426","1",,,,,,,,,
"26",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9707165,""longitude"":30.28505,""height"":null}","340016427","2",,,,,,,,,
"27",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706395,""longitude"":30.2846145,""height"":null}","340016428","2",,,,,,,,,
"28",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970414,""longitude"":30.2844313,""height"":null}","340016429","2",,,,,,,,,
"29",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706405,""longitude"":30.2858494,""height"":null}","340016437","3",,,,,,,,,
"30",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9702627,""longitude"":30.2845211,""height"":null}","340016439","4",,,,,,,,,
"31",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9700533,""longitude"":30.3091789,""height"":null}","408081173","1",,,,,,,,,
"32",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9742953,""longitude"":30.3070255,""height"":null}","416337701","2",,,,,,,,,
"33",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9712426,""longitude"":30.3029912,""height"":null}","416792922","1",,,,,,,,,
"34",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708072,""longitude"":30.3027871,""height"":null}","416792926","3",,,,,,,,,
"35",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9714424,""longitude"":30.323092,""height"":null}","425775298","1",,,,,,,,,
"36",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689969,""longitude"":30.3137183,""height"":null}","425775335","2",,,,,,,,,
"37",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9738073,""longitude"":30.3239537,""height"":null}","428923142","3",,,,,,,,,
"38",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708018,""longitude"":30.3195991,""height"":null}","429920545","2",,,,,,,,,
"39",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970196,""longitude"":30.313833,""height"":null}","635080525","2",,,,,,,,,
"40",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711413,""longitude"":30.3133146,""height"":null}","651496028","2",,,,,,,,,
"41",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9703123,""longitude"":30.2856357,""height"":null}","789414756","3",,,,,,,,,
"42",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9698131,""longitude"":30.2890343,""height"":null}","789414766","1",,,,,,,,,
"43",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689092,""longitude"":30.2887185,""height"":null}","789414791","1",,,,,,,,,
"44",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9702226,""longitude"":30.285054,""height"":null}","789414824","3",,,,,,,,,
"45",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706692,""longitude"":30.2847842,""height"":null}","789414888","4",,,,,,,,,
"46",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706577,""longitude"":30.2856107,""height"":null}","789414941","3",,,,,,,,,
"47",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9701715,""longitude"":30.2912015,""height"":null}","789414970","3",,,,,,,,,
"48",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9678512,""longitude"":30.332699,""height"":null}","813985073","3",,,,,,,,,
"49",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9754169,""longitude"":30.3254042,""height"":null}","813985090","2",,,,,,,,,
"50",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972981,""longitude"":30.3285297,""height"":null}","813985098","2",,,,,,,,,
"51",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9747457,""longitude"":30.326315,""height"":null}","813985115","2",,,,,,,,,
"52",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9758666,""longitude"":30.3033114,""height"":null}","814049694","2",,,,,,,,,
"53",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9777151,""longitude"":30.3072105,""height"":null}","814049731","2",,,,,,,,,
"54",":Intersection","{""crs"":""wgs-84"",""latitude"":59.976851,""longitude"":30.3029875,""height"":null}","814049739","2",,,,,,,,,
"55",":Intersection","{""crs"":""wgs-84"",""latitude"":59.977768,""longitude"":30.307024,""height"":null}","814049760","2",,,,,,,,,
"56",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9767784,""longitude"":30.302826,""height"":null}","814049794","2",,,,,,,,,
"57",":Intersection","{""crs"":""wgs-84"",""latitude"":59.976542,""longitude"":30.3028019,""height"":null}","814049841","2",,,,,,,,,
"58",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711522,""longitude"":30.3084798,""height"":null}","963743584","1",,,,,,,,,
"59",":Intersection","{""crs"":""wgs-84"",""latitude"":59.969342,""longitude"":30.3240458,""height"":null}","973596746","3",,,,,,,,,
"60",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9695374,""longitude"":30.3237573,""height"":null}","973596751","3",,,,,,,,,
"61",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9696302,""longitude"":30.3236449,""height"":null}","973596755","3",,,,,,,,,
"62",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697279,""longitude"":30.3231761,""height"":null}","973596757","2",,,,,,,,,
"63",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9695482,""longitude"":30.3222223,""height"":null}","973596768","4",,,,,,,,,
"64",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710249,""longitude"":30.3209486,""height"":null}","973596783","1",,,,,,,,,
"65",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9694547,""longitude"":30.3245351,""height"":null}","973596792","2",,,,,,,,,
"66",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9695127,""longitude"":30.3245303,""height"":null}","973596793","3",,,,,,,,,
"67",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9695401,""longitude"":30.3246224,""height"":null}","973596797","3",,,,,,,,,
"68",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9699478,""longitude"":30.3258529,""height"":null}","973596802","4",,,,,,,,,
"69",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9702287,""longitude"":30.3256367,""height"":null}","973596804","4",,,,,,,,,
"70",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9709463,""longitude"":30.3251642,""height"":null}","973596807","3",,,,,,,,,
"71",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9722176,""longitude"":30.3270759,""height"":null}","973599152","1",,,,,,,,,
"72",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711614,""longitude"":30.307996,""height"":null}","1015122496","1",,,,,,,,,
"73",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9715613,""longitude"":30.3079992,""height"":null}","1015122498","3",,,,,,,,,
"74",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9718634,""longitude"":30.3083688,""height"":null}","1015122502","2",,,,,,,,,
"75",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9724455,""longitude"":30.3079227,""height"":null}","1015122504","2",,,,,,,,,
"76",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717034,""longitude"":30.3083353,""height"":null}","1015122507","2",,,,,,,,,
"77",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9715574,""longitude"":30.3082785,""height"":null}","1015122509","2",,,,,,,,,
"78",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9729447,""longitude"":30.3073615,""height"":null}","1015125605","1",,,,,,,,,
"79",":Intersection","{""crs"":""wgs-84"",""latitude"":59.976855,""longitude"":30.306967,""height"":null}","1074875335","2",,,,,,,,,
"80",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9769791,""longitude"":30.3070011,""height"":null}","1074875337","2",,,,,,,,,
"81",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9733592,""longitude"":30.3246084,""height"":null}","1097376262","3",,,,,,,,,
"82",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9736994,""longitude"":30.323772,""height"":null}","1098515146","1",,,,,,,,,
"83",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9715655,""longitude"":30.3229977,""height"":null}","1098539463","1",,,,,,,,,
"84",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9715945,""longitude"":30.3231482,""height"":null}","1098539469","1",,,,,,,,,
"85",":Intersection","{""crs"":""wgs-84"",""latitude"":59.970817,""longitude"":30.3191096,""height"":null}","1098858412","2",,,,,,,,,
"86",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9724577,""longitude"":30.3076957,""height"":null}","1142030653","3",,,,,,,,,
"87",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971748,""longitude"":30.3083909,""height"":null}","1142030655","3",,,,,,,,,
"88",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710865,""longitude"":30.3147439,""height"":null}","1142625642","3",,,,,,,,,
"89",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711749,""longitude"":30.3142215,""height"":null}","1142625729","3",,,,,,,,,
"90",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9749154,""longitude"":30.3169859,""height"":null}","1142625758","2",,,,,,,,,
"91",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9748815,""longitude"":30.3171756,""height"":null}","1142625787","2",,,,,,,,,
"92",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9748582,""longitude"":30.3173055,""height"":null}","1142625833","3",,,,,,,,,
"93",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9703501,""longitude"":30.3000527,""height"":null}","1171008500","1",,,,,,,,,
"94",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9704843,""longitude"":30.3006942,""height"":null}","1171008526","2",,,,,,,,,
"95",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706238,""longitude"":30.3007535,""height"":null}","1171036764","3",,,,,,,,,
"96",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9705493,""longitude"":30.2998397,""height"":null}","1171036765","1",,,,,,,,,
"97",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9704129,""longitude"":30.3006818,""height"":null}","1171036779","3",,,,,,,,,
"98",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9705989,""longitude"":30.3001987,""height"":null}","1171036782","2",,,,,,,,,
"99",":Intersection","{""crs"":""wgs-84"",""latitude"":59.97064,""longitude"":30.3004963,""height"":null}","1171036784","2",,,,,,,,,
"100",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9705642,""longitude"":30.2999468,""height"":null}","1171036786","2",,,,,,,,,
"101",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971069,""longitude"":30.3120222,""height"":null}","1195533707","1",,,,,,,,,
"102",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9714265,""longitude"":30.3121599,""height"":null}","1195533726","3",,,,,,,,,
"103",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9732181,""longitude"":30.3087684,""height"":null}","1240843389","1",,,,,,,,,
"104",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9729857,""longitude"":30.3089782,""height"":null}","1240843393","4",,,,,,,,,
"105",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9728278,""longitude"":30.3081561,""height"":null}","1240843395","2",,,,,,,,,
"106",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9724626,""longitude"":30.3085307,""height"":null}","1240843397","2",,,,,,,,,
"107",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9724428,""longitude"":30.3086681,""height"":null}","1240843399","3",,,,,,,,,
"108",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9723434,""longitude"":30.3087647,""height"":null}","1240843400","2",,,,,,,,,
"109",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717664,""longitude"":30.3091557,""height"":null}","1240843406","2",,,,,,,,,
"110",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717034,""longitude"":30.310405,""height"":null}","1240843494","2",,,,,,,,,
"111",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717671,""longitude"":30.3089498,""height"":null}","1240843496","2",,,,,,,,,
"112",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971763,""longitude"":30.3088343,""height"":null}","1240843498","3",,,,,,,,,
"113",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717505,""longitude"":30.3087266,""height"":null}","1240843499","2",,,,,,,,,
"114",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717287,""longitude"":30.3086574,""height"":null}","1240843501","2",,,,,,,,,
"115",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9716857,""longitude"":30.3085823,""height"":null}","1240843502","2",,,,,,,,,
"116",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9716193,""longitude"":30.3085427,""height"":null}","1240843504","2",,,,,,,,,
"117",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9720019,""longitude"":30.3094532,""height"":null}","1254029087","3",,,,,,,,,
"118",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9719411,""longitude"":30.3090601,""height"":null}","1254029089","4",,,,,,,,,
"119",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9718742,""longitude"":30.3091681,""height"":null}","1254029090","3",,,,,,,,,
"120",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9718232,""longitude"":30.3088275,""height"":null}","1254029091","3",,,,,,,,,
"121",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972121,""longitude"":30.3102567,""height"":null}","1254029094","3",,,,,,,,,
"122",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9718757,""longitude"":30.3092416,""height"":null}","1254029097","2",,,,,,,,,
"123",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717162,""longitude"":30.3100798,""height"":null}","1254029098","3",,,,,,,,,
"124",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717934,""longitude"":30.3100706,""height"":null}","1254029104","2",,,,,,,,,
"125",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9726749,""longitude"":30.310075,""height"":null}","1255309646","2",,,,,,,,,
"126",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9771465,""longitude"":30.3112386,""height"":null}","1287781948","1",,,,,,,,,
"127",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9770563,""longitude"":30.3091363,""height"":null}","1287781953","2",,,,,,,,,
"128",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9768116,""longitude"":30.3095252,""height"":null}","1287781956","3",,,,,,,,,
"129",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9771016,""longitude"":30.3089357,""height"":null}","1287781958","1",,,,,,,,,
"130",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9769682,""longitude"":30.309359,""height"":null}","1287781960","2",,,,,,,,,
"131",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972209,""longitude"":30.3035239,""height"":null}","1291510039","3",,,,,,,,,
"132",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9733,""longitude"":30.3034631,""height"":null}","1293173241","2",,,,,,,,,
"133",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972071,""longitude"":30.3036308,""height"":null}","1293173244","3",,,,,,,,,
"134",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9726993,""longitude"":30.303903,""height"":null}","1293173250","2",,,,,,,,,
"135",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9735749,""longitude"":30.3043914,""height"":null}","1293173253","4",,,,,,,,,
"136",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9725603,""longitude"":30.3032583,""height"":null}","1293173254","3",,,,,,,,,
"137",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9711393,""longitude"":30.3114824,""height"":null}","1298349465","3",,,,,,,,,
"138",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9717655,""longitude"":30.3115999,""height"":null}","1298349466","4",,,,,,,,,
"139",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9708718,""longitude"":30.3138288,""height"":null}","1299391110","2",,,,,,,,,
"140",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9752145,""longitude"":30.3252463,""height"":null}","1300078410","1",,,,,,,,,
"141",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710831,""longitude"":30.3115801,""height"":null}","1301867701","1",,,,,,,,,
"142",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9692005,""longitude"":30.3114909,""height"":null}","1301867712","1",,,,,,,,,
"143",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9703794,""longitude"":30.3101769,""height"":null}","1301867714","2",,,,,,,,,
"144",":Intersection","{""crs"":""wgs-84"",""latitude"":59.969133,""longitude"":30.3131635,""height"":null}","1301867715","2",,,,,,,,,
"145",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9702346,""longitude"":30.3111256,""height"":null}","1301867731","3",,,,,,,,,
"146",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9706079,""longitude"":30.3115247,""height"":null}","1301867732","3",,,,,,,,,
"147",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9698729,""longitude"":30.3120396,""height"":null}","1301867745","3",,,,,,,,,
"148",":Intersection","{""crs"":""wgs-84"",""latitude"":59.969984,""longitude"":30.3121249,""height"":null}","1301867750","3",,,,,,,,,
"149",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9704687,""longitude"":30.3124097,""height"":null}","1301867760","3",,,,,,,,,
"150",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9689412,""longitude"":30.2924814,""height"":null}","1323457485","2",,,,,,,,,
"151",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9764759,""longitude"":30.304379,""height"":null}","1338959205","2",,,,,,,,,
"152",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9766302,""longitude"":30.3028989,""height"":null}","1338959208","2",,,,,,,,,
"153",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9763948,""longitude"":30.304779,""height"":null}","1338959219","3",,,,,,,,,
"154",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9764809,""longitude"":30.305603,""height"":null}","1338959223","2",,,,,,,,,
"155",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9766186,""longitude"":30.3071796,""height"":null}","1338959224","4",,,,,,,,,
"156",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9765133,""longitude"":30.3064009,""height"":null}","1338959228","2",,,,,,,,,
"157",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9765149,""longitude"":30.3053545,""height"":null}","1338959229","2",,,,,,,,,
"158",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9755639,""longitude"":30.3015159,""height"":null}","1418040686","1",,,,,,,,,
"159",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9764392,""longitude"":30.3022175,""height"":null}","1418040689","2",,,,,,,,,
"160",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9737671,""longitude"":30.304246,""height"":null}","1418040691","2",,,,,,,,,
"161",":Intersection","{""crs"":""wgs-84"",""latitude"":59.973132,""longitude"":30.300838,""height"":null}","1418040695","1",,,,,,,,,
"162",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9745257,""longitude"":30.3021462,""height"":null}","1418040696","2",,,,,,,,,
"163",":Intersection","{""crs"":""wgs-84"",""latitude"":59.975013,""longitude"":30.3017774,""height"":null}","1418040699","2",,,,,,,,,
"164",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9742896,""longitude"":30.3008912,""height"":null}","1418040705","3",,,,,,,,,
"165",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9740852,""longitude"":30.3007671,""height"":null}","1418040710","4",,,,,,,,,
"166",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9739363,""longitude"":30.3008851,""height"":null}","1418040711","3",,,,,,,,,
"167",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9732415,""longitude"":30.3014353,""height"":null}","1418040713","3",,,,,,,,,
"168",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9734621,""longitude"":30.302574,""height"":null}","1418040718","3",,,,,,,,,
"169",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9741533,""longitude"":30.3009508,""height"":null}","1418040724","2",,,,,,,,,
"170",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9759857,""longitude"":30.3025603,""height"":null}","1418075609","4",,,,,,,,,
"171",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9761047,""longitude"":30.3020141,""height"":null}","1418075610","4",,,,,,,,,
"172",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9752801,""longitude"":30.299499,""height"":null}","1418075612","3",,,,,,,,,
"173",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9724627,""longitude"":30.3053188,""height"":null}","1418075613","4",,,,,,,,,
"174",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9755768,""longitude"":30.299785,""height"":null}","1418075614","4",,,,,,,,,
"175",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9763393,""longitude"":30.3022969,""height"":null}","1418075615","4",,,,,,,,,
"176",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9710447,""longitude"":30.3127884,""height"":null}","1433039400","1",,,,,,,,,
"177",":Intersection","{""crs"":""wgs-84"",""latitude"":59.972269,""longitude"":30.3129413,""height"":null}","1433039413","2",,,,,,,,,
"178",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9682819,""longitude"":30.3136548,""height"":null}","1492215455","2",,,,,,,,,
"179",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697456,""longitude"":30.2839194,""height"":null}","1502188699","2",,,,,,,,,
"180",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9697892,""longitude"":30.283847,""height"":null}","1502188702","2",,,,,,,,,
"181",":Intersection","{""crs"":""wgs-84"",""latitude"":59.971693,""longitude"":30.2856923,""height"":null}","1502188759","1",,,,,,,,,
"182",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9756141,""longitude"":30.303424,""height"":null}","1502859957","2",,,,,,,,,
"183",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9756861,""longitude"":30.3033473,""height"":null}","1502859958","3",,,,,,,,,
"184",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757143,""longitude"":30.3034094,""height"":null}","1502859968","2",,,,,,,,,
"185",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757568,""longitude"":30.3034383,""height"":null}","1502859969","2",,,,,,,,,
"186",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757826,""longitude"":30.3035091,""height"":null}","1502859970","2",,,,,,,,,
"187",":Intersection","{""crs"":""wgs-84"",""latitude"":59.975791,""longitude"":30.3035935,""height"":null}","1502859971","2",,,,,,,,,
"188",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757851,""longitude"":30.3034565,""height"":null}","1502859972","4",,,,,,,,,
"189",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9757984,""longitude"":30.3033762,""height"":null}","1502859973","2",,,,,,,,,
"190",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9758227,""longitude"":30.3033446,""height"":null}","1502859974","2",,,,,,,,,
"191",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9759389,""longitude"":30.3035265,""height"":null}","1502859983","3",,,,,,,,,
"192",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9759855,""longitude"":30.3036411,""height"":null}","1502859985","2",,,,,,,,,
"193",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9760518,""longitude"":30.3034788,""height"":null}","1502859994","2",,,,,,,,,
"194",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9760437,""longitude"":30.305358,""height"":null}","1502859998","2",,,,,,,,,
"195",":Intersection","{""crs"":""wgs-84"",""latitude"":59.976122,""longitude"":30.303455,""height"":null}","1502860001","2",,,,,,,,,
"196",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9761862,""longitude"":30.3034132,""height"":null}","1502860003","2",,,,,,,,,
"197",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9762285,""longitude"":30.3033815,""height"":null}","1502860006","2",,,,,,,,,
"198",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9762641,""longitude"":30.3046269,""height"":null}","1502860007","2",,,,,,,,,
"199",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9762838,""longitude"":30.3033369,""height"":null}","1502860008","2",,,,,,,,,
"200",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9763331,""longitude"":30.3047829,""height"":null}","1502860010","2",,,,,,,,,
"201",":Intersection","{""crs"":""wgs-84"",""latitude"":59.9763364,""longitude"":30.3032916,""height"":null}","1502860011","3",,,,,,,,,
